threshold,comparison,n,selected,selected_fraction,abs_resid_muhat_1_selected_mean,abs_resid_muhat_1_unselected_mean,abs_resid_muhat_1_selected_minus_unselected_mean,abs_resid_muhat_1_selected_to_unselected_mean_ratio,abs_resid_muhat_1_selected_median,abs_resid_muhat_1_unselected_median,abs_resid_muhat_1_mann_whitney_greater_p,abs_resid_ensemble_mean_selected_mean,abs_resid_ensemble_mean_unselected_mean,abs_resid_ensemble_mean_selected_minus_unselected_mean,abs_resid_ensemble_mean_selected_to_unselected_mean_ratio,abs_resid_ensemble_mean_selected_median,abs_resid_ensemble_mean_unselected_median,abs_resid_ensemble_mean_mann_whitney_greater_p
0.1,variance_gt_threshold,24042,2968,0.12345062806754846,0.861459385131996,0.4355907295112973,0.42586865562069876,1.9776807144139499,0.659735918045044,0.2505631446838379,0.0,0.8593246463213863,0.447661807891713,0.4116628384296733,1.9195844523088115,0.6490516823287873,0.27301406739264467,0.0
0.15,variance_gt_threshold,24042,1465,0.06093503036353049,0.9481695929336759,0.4583151895798825,0.4898544033537934,2.06881555421024,0.7872081511177571,0.2672872543334961,5.202780077780821e-228,0.9374472416750318,0.46999779779146533,0.46744944388356646,1.9945779450034156,0.7140555381774902,0.29289435519594775,1.2350416110988766e-208
0.3,variance_gt_threshold,24042,225,0.009358622410781134,1.0719394963473419,0.4826495403331524,0.5892899560141895,2.2209479275737585,0.9773422467875754,0.28235530853271484,1.518668690524347e-53,1.0461220838643939,0.49330826808256056,0.5528138157818333,2.120625482176824,0.9041610129348365,0.3095533053080244,1.438613454094483e-44
